,EmployeeNumber,Name,Age,Marital,YearWork,JobLevel,JobRole,OverTime,YearWithManage,Satisfaction,Salary,Travel,Gender,Photo,AttritionRisk
502,682,Marcia Carter,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
503,683,Jack James,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,3
504,684,Joy Falbo,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
505,686,Winnie Sullivan,1,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,5
506,689,Rafael Baumgarter,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
507,690,Sue Montgomery,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
508,691,Robert Bisarra,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
509,692,Gabriel Long,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
510,698,Tommy Shaw,0,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
511,699,Robert Friend,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
512,700,Dana Crowson,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
513,701,William Hale,1,1,1,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,6
514,702,Edward Hodge,1,1,0,1,0,1,0,1,1,0,Male,https://datatraining.io/users/user6_round.png,6
515,704,John Burchette,0,0,1,1,1,0,1,0,1,1,Male,https://datatraining.io/users/user6_round.png,6
516,705,James Hill,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,3
517,707,Larry Mcmillan,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
518,709,Mary Thorsness,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
519,710,Peter Tinsley,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,3
520,712,William Green,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
521,714,Mary Sims,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
522,715,Hector Murphy,0,1,0,1,0,0,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,3
523,716,Donald Thurston,0,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,4
524,717,Lois Casano,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
525,720,Susie Perez,1,1,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user11_round.png,3
526,721,Alma Totman,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
527,722,Ralph Kosloski,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
528,723,Rene Ruffner,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
529,724,Melisa Kavanagh,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
530,725,Rachel Obrien,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
531,727,Jody Johnson,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
532,728,Anthony May,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
533,729,Pedro Henry,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
534,730,Ian Parker,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
535,731,Lawrence Mead,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
536,732,Eric Tinsley,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
537,733,Rolland Garber,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
538,734,Kris Chance,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
539,738,Robin Garland,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
540,741,Angela Boykin,1,1,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,5
541,742,Lisa Portillo,0,0,0,0,0,0,0,0,0,1,Female,https://datatraining.io/users/user10_round.png,1
542,743,Patricia Davis,0,1,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user2_round.png,3
543,744,Derek Clayton,0,1,0,1,1,0,0,0,1,1,Male,https://datatraining.io/users/user9_round.png,5
544,746,Kelly Shelstad,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
545,747,Melvin Rushing,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
546,749,Vicente Ball,1,1,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,7
547,752,Thomas Keisel,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,3
548,754,Christopher Moody,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
549,757,Roseann Forti,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
550,758,Nicholas Quinones,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
551,760,Bernice Hammons,0,0,0,0,1,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
552,762,Arthur Tallman,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
553,763,Sandra Jaggers,0,1,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
554,764,Patricia Snyder,1,1,0,0,0,0,0,1,0,0,Female,https://datatraining.io/users/user10_round.png,3
555,766,Norman Jenkins,1,0,1,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
556,769,Victor Peters,0,1,0,0,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
557,771,Juanita Betancourt,0,0,0,0,0,0,1,0,0,1,Female,https://datatraining.io/users/user11_round.png,2
558,772,Richard Thorton,1,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
559,773,Kevin Stinson,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,3
560,775,Zulema Shetlar,1,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
561,776,Curtis Soland,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
562,780,Simon Veach,1,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,5
563,781,Belinda Johnson,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
564,783,Charlie Mccormick,0,1,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
565,784,Willie Reed,1,1,1,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,5
566,785,Patricia Gribble,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
567,786,Roy Cunningham,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
568,787,Ronald Wheeler,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
569,789,Riley Kerfien,0,1,0,0,0,0,0,1,0,1,Male,https://datatraining.io/users/user9_round.png,3
570,791,James Neira,0,0,0,1,0,0,0,0,0,1,Male,https://datatraining.io/users/user8_round.png,2
571,792,Madelyn Ocasio,1,0,0,1,1,0,1,0,0,0,Female,https://datatraining.io/users/user3_round.png,4
572,793,Ruth Leavitt,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
573,796,Scott Lehman,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,2
574,797,Pamela Freeman,1,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,4
575,799,Nichol Daugherty,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
576,800,Domingo Russell,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
577,802,Essie Ortiz,0,0,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
578,803,Tori Campbell,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
579,804,Sasha Aguilar,1,1,0,1,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,3
580,805,Rhonda Barbour,0,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
581,806,Marc Arnesen,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
582,807,Suzanne Bearden,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
583,808,Mary West,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
584,809,Mike Lopes,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
585,811,Ernest Stater,1,0,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,7
586,812,Jack Mclavrin,1,0,1,1,1,0,1,0,1,1,Male,https://datatraining.io/users/user7_round.png,7
587,813,Mary Spaulding,0,0,0,0,1,0,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,2
588,815,William Little,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
589,816,Veda Martin,1,0,1,1,1,1,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,7
590,817,Justin Signs,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
591,819,Janeth Thompson,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
592,820,Stacey Rogers,0,0,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
593,823,Tracy Delgado,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
594,824,Thomas Hardman,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,3
595,825,Francisco Sammon,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
596,826,Janet Velez,0,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
597,827,Polly Meyer,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
598,828,Willis Boivin,1,1,0,1,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,3
599,829,Jason Caughlin,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
600,830,Kelli Costello,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
601,832,William Harris,0,1,0,0,1,0,1,0,0,0,Male,https://datatraining.io/users/user9_round.png,3
602,833,Maria Caron,1,1,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user10_round.png,4
603,834,Dale Andrews,0,1,1,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user11_round.png,5
604,836,Andrew Bell,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
605,837,Tony Hedrick,0,0,0,0,0,0,0,1,0,0,Male,https://datatraining.io/users/user8_round.png,1
606,838,Mary Aldredge,1,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,4
607,840,Misti Frierson,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,0
608,842,Jose Smith,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
609,843,Frank Bartram,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
610,844,John Marshall,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
611,845,Ian Eaves,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
612,846,Donna Meister,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
613,847,Andrew Dennis,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,4
614,848,Kimberly Gaskins,1,0,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,4
615,850,Jeremiah Halle,1,0,1,1,0,0,1,0,1,1,Male,https://datatraining.io/users/user6_round.png,6
616,851,Guadalupe Zimmerman,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
617,852,Leon Garcia,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
618,854,Adam Heald,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
619,855,Clark Handley,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
620,856,Natasha Chalfant,0,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,3
621,857,Paul Labossiere,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
622,859,Winston Degaetano,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
623,861,Henry Johnson,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,3
624,862,Sheila Goldman,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
625,864,Chad Giordano,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
626,865,Shasta Jodway,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
627,867,Jenny Slayton,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
628,868,James Clemens,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
629,869,Andrew Grier,1,0,0,1,1,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,3
630,872,Albert Thomas,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
631,874,Robert Castiglione,0,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
632,875,Tim Bermudez,0,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,4
633,878,Mark Hall,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,3
634,879,John Creel,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
635,880,Cathy Wilmoth,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
636,881,Norma Campbell,0,0,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,3
637,882,Sebastian Barbour,1,0,0,1,1,0,0,0,1,1,Male,https://datatraining.io/users/user9_round.png,5
638,885,Luigi Kirk,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
639,887,Bessie Tucker,0,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,2
640,888,Lance Miller,1,0,0,1,1,0,0,0,1,1,Male,https://datatraining.io/users/user6_round.png,5
641,889,Darrell Rust,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
642,893,Randy Parker,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,3
643,894,Maryann Redel,0,0,0,0,1,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
644,895,Willie Monfort,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
645,896,Pam Beck,1,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,5
646,897,Eloy Camacho,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
647,899,William Wilson,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
648,900,Ashley Turner,0,0,0,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
649,901,Peggy Smith,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
650,902,Ida Gray,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
651,903,Cindy Cole,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
652,904,Roscoe Bob,0,1,0,0,0,1,0,0,0,1,Male,https://datatraining.io/users/user9_round.png,3
653,905,James Shidler,0,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user7_round.png,1
654,909,Tiffany Reed,0,0,0,0,1,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
655,910,Charles Bracy,1,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
656,911,Philip Jenkins,1,1,1,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,7
657,912,Elizabeth Parrish,1,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,4
658,913,Miles Swain,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,3
659,916,Frank Davis,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
660,918,Laverne Jensen,0,0,0,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
661,920,Lucille Mcneil,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
662,922,Peggy Vlashi,1,1,1,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,6
663,923,Barbara Thompson,1,1,1,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user3_round.png,6
664,924,James Kuykendall,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
665,925,Betty Apodaca,0,1,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,5
666,926,Ida Hicks,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
667,927,Kimberly Jarvis,0,0,0,1,1,1,1,0,1,0,Female,https://datatraining.io/users/user3_round.png,5
668,930,Lee Jenkins,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
669,932,Jared Villarreal,0,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
670,933,Gloria Anderson,1,1,1,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,6
671,934,Dwayne Thompson,1,0,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,6
672,936,Donna Calhoun,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
673,939,Frank Gomez,1,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,5
674,940,Sharon Dorr,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
675,941,Douglas Shamp,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
676,942,Stephanie Moran,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
677,944,Kathleen Douglas,0,0,0,0,1,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
678,945,Donte Daniels,0,0,0,1,0,0,1,0,1,0,Male,https://datatraining.io/users/user8_round.png,3
679,947,Shana Brinson,1,0,0,0,0,0,1,0,0,1,Female,https://datatraining.io/users/user2_round.png,3
680,949,James Bunch,0,1,0,1,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
681,950,Joanne Simon,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
682,951,Damaris Haines,1,0,0,1,1,0,0,0,1,1,Female,https://datatraining.io/users/user10_round.png,5
683,952,Travis Gibson,1,0,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user4_round.png,7
684,954,Jonathan Kim,0,0,0,0,0,0,1,1,0,0,Male,https://datatraining.io/users/user7_round.png,2
685,956,Damon Woods,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
686,957,Preston Best,0,1,0,1,1,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,4
687,958,Chris Scamehorn,0,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
688,959,Jose Brandi,1,1,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,8
689,960,Jeffery Souza,1,1,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,7
690,961,Monica Benninger,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
691,964,Carlos Shafer,0,0,0,1,0,1,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
692,966,Elida Green,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
693,967,John Farfalla,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
694,969,Callie Pell,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
695,970,Jerry Viveiros,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
696,972,Mathew Garcia,0,0,0,0,1,0,0,0,0,1,Male,https://datatraining.io/users/user7_round.png,2
697,974,Xiomara Smith,1,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,4
698,975,Alice Splatt,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
699,976,Clayton Pounds,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
700,977,Michael Sisson,0,1,0,1,0,0,1,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
701,981,Roy Wheeler,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
702,982,Raymond Bush,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
703,983,Gina Blais,0,1,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user3_round.png,3
704,984,Paul Mohan,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
705,985,Harold Kaplan,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
706,986,Eleanor Burnsworth,0,1,0,0,0,1,1,0,0,1,Female,https://datatraining.io/users/user10_round.png,4
707,987,John Culbertson,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
708,990,Benny Linville,0,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user1_round.png,1
709,991,Raymond Geis,1,1,0,1,0,1,0,0,1,1,Male,https://datatraining.io/users/user1_round.png,6
710,992,John Wilshire,1,1,0,0,0,0,1,0,0,1,Male,https://datatraining.io/users/user6_round.png,4
711,994,Brenda Lane,1,1,0,1,0,1,1,0,1,0,Female,https://datatraining.io/users/user5_round.png,6
712,995,Shirley Mcgill,1,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,4
713,996,Jennifer Phillips,0,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
714,997,Oscar Gallipeau,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
715,998,Deborah Moody,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
716,999,Joseph Kleck,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
717,1001,Debi Earwood,1,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,4
718,1002,Marion Evans,0,0,0,0,1,1,0,0,1,1,Male,https://datatraining.io/users/user6_round.png,4
719,1003,Beverly Clark,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
720,1004,Katrina Anderson,1,0,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
721,1005,Tyrone Schiller,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
722,1006,Jimmy Landor,0,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,2
723,1007,Brent Lewis,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
724,1009,Michelle Frost,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
725,1010,Pedro Gaylor,0,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
726,1011,Maria Lehman,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
727,1012,Jeff Bennett,1,1,1,1,0,0,1,0,1,1,Male,https://datatraining.io/users/user8_round.png,7
728,1013,Barbara Ely,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
729,1014,Nancy Alfieri,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
730,1015,Sarah Briggs,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
731,1016,Christine Graham,1,1,1,1,0,1,1,0,1,0,Female,https://datatraining.io/users/user11_round.png,7
732,1017,Sarah Gittens,1,1,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,5
733,1018,Gerald Sheehan,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
734,1019,Joshua Castro,1,0,0,1,1,0,0,1,1,0,Male,https://datatraining.io/users/user7_round.png,5
735,1022,Jonathan Caughlin,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
736,1024,Timothy Fox,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
737,1025,Mary Larson,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
738,1026,Brittany French,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
739,1027,Ivy Prok,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
740,1028,Kenneth Gilliam,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
741,1029,Jimmy Davis,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
742,1030,Gregory Torres,0,0,0,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user6_round.png,4
743,1032,Marie Mccurley,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
744,1033,Colleen Sabella,0,0,0,0,0,0,1,1,0,0,Female,https://datatraining.io/users/user2_round.png,2
745,1034,James Petersen,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
746,1035,Eva Harris,0,0,0,0,0,0,0,0,0,1,Female,https://datatraining.io/users/user3_round.png,1
747,1036,Danny Hicks,0,1,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,3
748,1037,William Friedman,1,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user8_round.png,3
749,1038,Ling Curlee,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
750,1039,Joyce Baadsgaard,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
751,1040,Lisa Smith,0,0,0,0,0,0,0,0,0,1,Female,https://datatraining.io/users/user5_round.png,1
